book_name,chapter,verse_start,verse_end,version,text
Romans,3,21,22,nasb,"[21] But now apart from the Law the righteousness of God has been manifested, being witnessed by the Law and the Prophets, [22] even the righteousness of God through faith in Jesus Christ for all those who believe; for there is no distinction; (NASB)"
Exodus,30,15,16,csb,[15] The wealthy may not give more and the poor may not give less  than half a shekel when giving the contribution to the Lord to atone for  your lives. [16] Take the atonement price  from the Israelites and use it for the service of the tent of meeting. It will serve as a reminder for the Israelites before the Lord to atone for your lives.”  (CSB)
Romans,3,22,,nasb,[22] even the righteousness of God through faith in Jesus Christ for all those who believe; for there is no distinction; (NASB)
Exodus,34,6,7,csb,"[6] The Lord passed in front of him and proclaimed: The Lord #— #the Lord is a compassionate and gracious God, slow to anger and abounding in faithful love and truth,  [7] maintaining faithful love to a thousand generations, forgiving iniquity, rebellion, and sin.  But he will not leave the guilty  unpunished, bringing the consequences of the fathers’ iniquity on the children and grandchildren to the third and fourth generation. (CSB)"
Romans,3,22,25,nasb,"[22] even the righteousness of God through faith in Jesus Christ for all those who believe; for there is no distinction; [23] for all have sinned and fall short of the glory of God, [24] being justified as a gift by His grace through the redemption which is in Christ Jesus; [25] whom God displayed publicly as a propitiation in His blood through faith. This was to demonstrate His righteousness, because in the forbearance of God He passed over the sins previously committed; (NASB)"
Exodus,34,35,,csb,[35] and the Israelites would see that Moses’s face  was radiant. Then Moses would put the veil over his face again until he went to speak with the Lord. (CSB)
Romans,3,24,25,nasb,"[24] being justified as a gift by His grace through the redemption which is in Christ Jesus; [25] whom God displayed publicly as a propitiation in His blood through faith. This was to demonstrate His righteousness, because in the forbearance of God He passed over the sins previously committed; (NASB)"
Romans,2,4,,csb,"[4] Or do you despise the riches of his kindness,  restraint,  and patience,  not recognizing  that God’s kindness  is intended to lead you to repentance? (CSB)"
Romans,3,25,26,nasb,"[25] whom God displayed publicly as a propitiation in His blood through faith. This was to demonstrate His righteousness, because in the forbearance of God He passed over the sins previously committed; [26] for the demonstration, I say, of His righteousness at the present time, so that He would be just and the justifier of the one who has faith in Jesus. (NASB)"
Romans,2,5,,csb,"[5] Because of your hardened and unrepentant heart you are storing up wrath  for yourself in the day of wrath,  when God’s righteous judgment is revealed. (CSB)"
Romans,2,5,,en-asv,but after thy hardness and impenitent heart treasurest up for thyself wrath in the day of wrath and revelation of the righteous judgment of God;
Romans,2,12,,en-t4t,"Although non-Jews do not have the laws that God gave to Moses, all non-Jews who sin will be eternally separated from God. He will not consider whether or not they knew the laws that he gave to Moses. And all the Jews who have sinned in spite of knowing the laws that God gave to Moses will also be punished {God will also punish them}. They will be punished for disobeying God’s laws."
Exodus,34,6,7,en-bsb,"[6] Then the LORD passed in front of Moses and called out: [7] maintaining loving devotion to a thousand generations,34:7 Hebrew to thousands"
Romans,2,6,,en-asv,who will render to every man according to his works:
Romans,2,7,,en-asv,"to them that by patience in well-doing seek for glory and honor and incorruption, eternal life:"
Exodus,34,35,,en-bsb,and the Israelites would see that the face of Moses was radiant. So Moses would put the veil back over his face until he went in to speak with the LORD.
Romans,2,14,15,en-t4t,"[14] Whenever the non-Jews, who do not have the laws God gave to Moses, naturally obey those laws, they prove that they have a law within their own minds, even though they do not have the laws God gave to Moses. [15] They show that they know in their own minds what God commands in his laws [MET], as each person in his very own conscience either accuses or excuses/defends himself concerning his own behavior."
Romans,2,12,,en-asv,For as many as have sinned without the law shall also perish without the law: and as many as have sinned under the law shall be judged by the law;
Romans,2,16,,en-t4t,God will punish people at the time when he will judge them according to what they have thought and done. He will judge them even for the things that they have done secretly. He will judge people by authorizing Christ Jesus to judge them. This is what I tell people when I preach the gospel to them.
Romans,2,4,,en-bsb,"Or do you disregard the riches of His kindness, tolerance, and patience, not realizing that God’s kindness leads you to repentance?"
Romans,2,5,,en-bsb,"But because of your hard and unrepentant heart, you are storing up wrath against yourself for the day of wrath, when God’s righteous judgment will be revealed."
Romans,2,14,15,en-asv,"[14] (for when Gentiles that have not the law do by nature the things of the law, these, not having the law, are the law unto themselves; [15] in that they show the work of the law written in their hearts, their conscience bearing witness therewith, and their thoughts one with another accusing or else excusing them);"
Romans,2,6,,en-bsb,God “will repay each one according to his deeds.”2:6 Psalms 62:12
Romans,3,10,,en-t4t,"The following words that are written {prophets have written} in the Scriptures support this,"
Romans,2,7,,en-bsb,"To those who by perseverance in doing good seek glory, honor, and immortality, He will give eternal life."
Romans,2,16,,en-asv,"in the day when God shall judge the secrets of men, according to my gospel, by Jesus Christ."
Romans,3,19,,en-t4t,"Furthermore, we know that it is to Jewish people, who are required to obey God’s laws, that Moses wrote those laws [PRS]. We can infer from this that there are no Jews or non-Jews [SYN] who are able to say anything in reply to God’s saying that he will punish them for having sinned. God has declared everyone in the world [MTY] guilty!"
Romans,3,10,,en-asv,"as it is written,"
Romans,2,12,,en-bsb,"All who sin apart from the law will also perish apart from the law, and all who sin under the law will be judged by the law."
Romans,3,20,,en-t4t,"It is not because people have done the things that God’s laws require that God will ◄erase the record of their sins/declare them no longer guilty for sin►, because no one has done those things completely. In fact, the result of our knowing God’s laws is that we know clearly that we have sinned (OR, are sinful)."
Romans,3,19,,en-asv,"Now we know that what things soever the law saith, it speaketh to them that are under the law; that every mouth may be stopped, and all the world may be brought under the judgment of God:"
Romans,3,20,,en-asv,because by the works of the law shall no flesh be justified in his sight; for through the law cometh the knowledge of sin.
Romans,3,21,22,en-t4t,"[21] But God’s ◄erasing the record of our sins/declaring us no longer guilty► does not depend on our obeying the laws that he gave Moses. It has now been {God has now} revealed to us how he erases the record of our sins by a different way. It was written about by Moses {Moses wrote about it} in the laws [PRS] God gave him, and it was also written about by the prophets {the prophets also wrote about it}. [22] God erases the record of our sins because we trust in what Jesus Christ has done for us. God does this for every person who trusts in Christ, because he considers that there is no difference between Jews and non-Jews."
Romans,3,22,,en-t4t,"God erases the record of our sins because we trust in what Jesus Christ has done for us. God does this for every person who trusts in Christ, because he considers that there is no difference between Jews and non-Jews."
Romans,3,21,22,en-asv,"[21] But now apart from the law a righteousness of God hath been manifested, being witnessed by the law and the prophets; [22] even the righteousness of God through faith in Jesus Christ unto all them that believe; for there is no distinction;"
Romans,3,22,,en-asv,even the righteousness of God through faith in Jesus Christ unto all them that believe; for there is no distinction;
Romans,2,14,15,en-bsb,"[14] Indeed, when Gentiles, who do not have the law, do by nature what the law requires, they are a law to themselves, even though they do not have the law. [15] So they show that the work of the law is written on their hearts, their consciences also bearing witness, and their thoughts either accusing or defending them"
Romans,2,16,,en-bsb,"on the day when God will judge men’s secrets through Christ Jesus,2:16 BYZ and TR through Jesus Christ as proclaimed by my gospel."
Romans,3,10,,en-bsb,As it is written:
Psalms,110,1,,esv,"A Psalm of David. [1] The LORD says to my Lord: “Sit at my right hand, until I make your enemies your footstool.” (ESV)"
Romans,4,2,,nasb,"[2] For if Abraham was justified by works, he has something to boast about, but not before God. (NASB)"
Romans,2,6,,csb,"[6] He will repay each one according to his works: , (CSB)"
Romans,4,5,,nasb,"[5] But to the one who does not work, but believes in Him who justifies the ungodly, his faith is credited as righteousness, (NASB)"
Romans,2,7,,csb,"[7] eternal life  to those who by persistence in doing good  seek glory, honor,  and immortality;  (CSB)"
Romans,2,12,,csb,"[12] For all who sin without the law  will also perish without the law, and all who sin under  the law will be judged by the law. (CSB)"
Romans,2,14,15,csb,"[14] So, when Gentiles, who do not by nature have the law,  do  what the law demands, they are a law to themselves even though they do not have the law. [15] They show that the work of the law  is written on their hearts.  Their consciences confirm this. Their competing thoughts either accuse or even excuse them  (CSB)"
Romans,2,16,,csb,"[16] on the day when God judges  what people have kept secret, according to my gospel through Christ Jesus.  (CSB)"
Romans,3,10,,csb,"[10] as it is written: There is no one righteous, not even one. (CSB)"
Romans,3,19,,csb,"[19] Now we know that whatever the law says,  it speaks to those who are subject to the law, , so that every mouth may be shut and the whole world may become subject to God’s judgment. , (CSB)"
Romans,3,20,,csb,"[20] For no one will be justified  in his sight by the works of the law,  because the knowledge of sin comes through the law.  (CSB)"
Romans,3,21,22,csb,"[21] But now, apart from the law, the righteousness of God has been revealed,  attested by the Law and the Prophets. , [22] The righteousness of God is through faith  in Jesus Christ , to all who believe,  since there is no distinction.  (CSB)"
Romans,3,22,,csb,"[22] The righteousness of God is through faith  in Jesus Christ , to all who believe,  since there is no distinction.  (CSB)"
Romans,3,22,25,csb,"[22] The righteousness of God is through faith  in Jesus Christ , to all who believe,  since there is no distinction.  [23] For all have sinned  and fall short of the  glory of God; [24] they are justified freely by his grace  through the redemption that is in Christ Jesus.  [25] God presented him as the mercy seat , by his blood,  through faith, to demonstrate his righteousness, because in his restraint God  passed over the sins previously committed.  (CSB)"
Romans,3,24,25,csb,"[24] they are justified freely by his grace  through the redemption that is in Christ Jesus.  [25] God presented him as the mercy seat , by his blood,  through faith, to demonstrate his righteousness, because in his restraint God  passed over the sins previously committed.  (CSB)"
Romans,3,25,26,csb,"[25] God presented him as the mercy seat , by his blood,  through faith, to demonstrate his righteousness, because in his restraint God  passed over the sins previously committed.  [26] God presented him to demonstrate his righteousness at the present time, so that he would be just and justify the one who has faith in Jesus. (CSB)"
Romans,4,2,,csb,"[2] If Abraham was justified  by works,  he has something to boast about #— #but not before God. (CSB)"
Romans,4,5,,csb,"[5] But to the one who does not work, but believes on him who justifies the ungodly,  his faith is credited for righteousness. (CSB)"
Genesis,1,1,,en-asv,In the beginning God created the heavens and the earth.
Genesis,1,1,,en-t4t,"Long, long ago God created the heavens and the earth."
Genesis,1,25,27,en-asv,"[25] And God made the beasts of the earth after their kind, and the cattle after their kind, and everything that creepeth upon the ground after its kind: and God saw that it was good. [26] And God said, Let us make man in our image, after our likeness: and let them have dominion over the fish of the sea, and over the birds of the heavens, and over the cattle, and over all the earth, and over every creeping thing that creepeth upon the earth. [27] And God created man in his own image, in the image of God created he him; male and female created he them."
Genesis,1,1,,en-bsb,In the beginning God created the heavens and the earth.
Genesis,1,28,30,en-asv,"[28] And God blessed them: and God said unto them, Be fruitful, and multiply, and replenish the earth, and subdue it; and have dominion over the fish of the sea, and over the birds of the heavens, and over every living thing that moveth upon the earth. [29] And God said, Behold, I have given you every herb yielding seed, which is upon the face of all the earth, and every tree, in which is the fruit of a tree yielding seed; to you it shall be for food: [30] and to every beast of the earth, and to every bird of the heavens, and to everything that creepeth upon the earth, wherein there is life, I have given every green herb for food: and it was so."
Genesis,1,25,27,en-t4t,"[25] God made all kinds of wild animals and ◄livestock/domestic animals► and all kinds of creatures that scurry across the ground. God was pleased with all these creatures. [26] Then God said, “Now we will make human beings that will be like us in many ways. I want them to rule over the fish in the sea, over the birds, over all the ◄livestock/domestic animals►, and over all the other creatures that scurry across the ground.” [27] So God created human beings that were like him in many ways. He made them to be like himself. He created some to be male and some to be female."
Genesis,1,25,27,en-bsb,"[25] God made the beasts of the earth according to their kinds, the livestock according to their kinds, and everything that crawls upon the earth according to its kind. And God saw that it was good. [26] Then God said, “Let Us make man in Our image, after Our likeness, to rule over the fish of the sea and the birds of the air, over the livestock, and over all the earth itself 1:26 MT; Syriac and over all the beasts of the earth and every creature that crawls upon it.” [27] So God created man in His own image;"
Genesis,2,16,17,en-asv,"[16] And Jehovah God commanded the man, saying, Of every tree of the garden thou mayest freely eat: [17] but of the tree of the knowledge of good and evil, thou shalt not eat of it: for in the day that thou eatest thereof thou shalt surely die."
Exodus,3,14,,en-bsb,"God said to Moses, “I AM WHO I AM.3:14 Or I WILL BE WHAT I WILL BE This is what you are to say to the Israelites: ‘I AM has sent me to you.’”"
Exodus,20,5,,en-asv,"thou shalt not bow down thyself unto them, nor serve them; for I Jehovah thy God am a jealous God, visiting the iniquity of the fathers upon the children, upon the third and upon the fourth generation of them that hate me,"
Genesis,1,28,30,en-t4t,"[28] God blessed them, saying, “Produce many children, who will live all over the earth and rule over it. I want them to rule over the fish and the birds and over all creatures that scurry across the ground.” [29] God said to the humans, “Listen! I have given you all the plants that produce seeds, all over the earth, and all the trees that have seeds in their fruit. All these things are for you to eat. [30] I have given all the green plants to all the wild animals and to the birds and to all the creatures that scurry across the ground, to everything that breathes, for them to eat.” And that is what happened."
Genesis,1,28,30,en-bsb,"[28] God blessed them and said to them, “Be fruitful and multiply, and fill the earth and subdue it; rule over the fish of the sea and the birds of the air and every creature that crawls upon the earth.” [29] Then God said, “Behold, I have given you every seed-bearing plant on the face of all the earth, and every tree whose fruit contains seed. They will be yours for food. [30] And to every beast of the earth and every bird of the air and every creature that crawls upon the earth—everything that has the breath of life in it—I have given every green plant for food.” And it was so."
Genesis,3,2,3,en-asv,"[2] And the woman said unto the serpent, Of the fruit of the trees of the garden we may eat: [3] but of the fruit of the tree which is in the midst of the garden, God hath said, Ye shall not eat of it, neither shall ye touch it, lest ye die."
Genesis,3,6,,en-asv,"And when the woman saw that the tree was good for food, and that it was a delight to the eyes, and that the tree was to be desired to make one wise, she took of the fruit thereof, and did eat; and she gave also unto her husband with her, and he did eat."
Genesis,2,16,17,en-bsb,"[16] And the LORD God commanded him, “You may eat freely from every tree of the garden, [17] but you must not eat from the tree of the knowledge of good and evil; for in the day that you eat of it, you will surely die.”"
Genesis,3,7,,en-asv,"And the eyes of them both were opened, and they knew that they were naked; and they sewed fig-leaves together, and made themselves aprons."
Genesis,3,6,,en-t4t,"The woman saw that the fruit on that tree was good to eat, and it was very beautiful, and she desired it because she thought it would make her wise. So she picked some of the fruit and ate it. Then she gave some to her husband, and he ate it."
Genesis,3,7,,en-t4t,"Immediately it was as though their eyes were opened, and they realized that they were naked, so they were ashamed. So they picked some fig leaves and fastened them together to make clothes for themselves."
Genesis,3,2,3,en-bsb,"[2] The woman answered the serpent, “We may eat the fruit of the trees of the garden, [3] but about the fruit of the tree in the middle of the garden, God has said, ‘You must not eat of it or touch it, or you will die.’”"
Genesis,3,6,,en-bsb,"When the woman saw that the tree was good for food and pleasing to the eyes, and that it was desirable for obtaining wisdom, she took the fruit and ate it. She also gave some to her husband who was with her, and he ate it."
Genesis,3,7,,en-bsb,"And the eyes of both of them were opened, and they knew that they were naked; so they sewed together fig leaves and made coverings for themselves."
Genesis,19,4,8,en-t4t,"[4] After they finished eating, before they went to bed, the men of Sodom city, all of them, from the young ones to the old ones, surrounded the house. [5] They called out to Lot, saying, “Where are the men who came to your house this evening? Bring them out, so that we can have sex with them!” [EUP] [6] Lot went outside the house and shut the door behind him, so that they could not go inside. [7] He said to them, “My friends, don’t do such an evil thing! [8] Listen to me. I have two daughters who have never had sex with any man. Let me bring them out to you now, and you can do with them whatever pleases you. But don’t do anything to these men, because they are guests in my house, so I must protect them!”"
Exodus,3,14,,en-t4t,"God replied, “I AM who I AM.” And he said, “Tell the Israeli people that the one who is named ‘I AM’ has sent me to you.”"
Exodus,20,5,,en-t4t,"You must not bow down to any idol and worship it, because I am Yahweh God, and I ◄am very jealous/want you to worship me only►. I will punish those who sin and hate me. I will punish not only them, but I will punish ◄their descendants, down to the third and fourth generation/their children and grandchildren and great-grandchildren►."
Genesis,19,4,8,en-asv,"[4] But before they lay down, the men of the city, even the men of Sodom, compassed the house round, both young and old, all the people from every quarter; [5] and they called unto Lot, and said unto him, Where are the men that came in to thee this night? bring them out unto us, that we may know them. [6] And Lot went out unto them to the door, and shut the door after him. [7] And he said, I pray you, my brethren, do not so wickedly. [8] Behold now, I have two daughters that have not known man; let me, I pray you, bring them out unto you, and do ye to them as is good in your eyes: only unto these men do nothing, forasmuch as they are come under the shadow of my roof."
Exodus,3,14,,en-asv,"And God said unto Moses, I AM THAT I AM: and he said, Thus shalt thou say unto the children of Israel, I AM hath sent me unto you."
Genesis,19,4,8,en-bsb,"[4] Before they had gone to bed, all the men of the city of Sodom, both young and old, surrounded the house. [5] They called out to Lot, saying, “Where are the men who came to you tonight? Send them out to us so we can have relations with them!” [6] Lot went outside to meet them, shutting the door behind him. [7] “Please, my brothers,” he pleaded, “don’t do such a wicked thing! [8] Look, I have two daughters who have never slept with a man. Let me bring them to you, and you can do to them as you please. But do not do anything to these men, for they have come under the protection of my roof.”"
Exodus,29,36,37,en-t4t,"[36] Each of those seven days you must also sacrifice a young bull as an offering to me, in order that I may forgive sins. Also, you must make another offering ◄to make the altar pure in my sight/in order that I will consider the altar to be pure►. You must also anoint the altar with olive oil, to ◄set it apart/dedicate it►. [37] Perform these rituals every day for seven days, to ◄set apart/dedicate► the altar and make it pure. If you do not do that, anyone or anything that touches the altar will become taboo."
Exodus,30,10,,en-t4t,"One time every year Aaron must perform the ritual for making this altar pure. He must do it by putting on its four projections some of the blood from the animal that was sacrificed ◄to remove the guilt of the people’s sins/so that the people would no longer be guilty for sins►. This ritual is to be done by Aaron and his descendants throughout all future generations. This altar must be completely dedicated to me, Yahweh.”"
Exodus,29,36,37,en-asv,"[36] And every day shalt thou offer the bullock of sin-offering for atonement: and thou shalt cleanse the altar, when thou makest atonement for it; and thou shalt anoint it, to sanctify it. [37] Seven days thou shalt make atonement for the altar, and sanctify it: and the altar shall be most holy; whatsoever toucheth the altar shall be holy."
Exodus,30,15,16,en-t4t,"[15] Rich men must not pay more than this amount, and poor men must not pay less than this amount, when they pay this money to save their lives. [16] Your leaders must collect this money from the Israeli people and give it to those who will take care of the Sacred Tent. This money is the payment for the lives of those who take care of the Sacred Tent, ◄to enable me not to forget them/and then I will remember to protect them►.”"
Exodus,20,5,,en-bsb,"You shall not bow down to them or worship them; for I, the LORD your God, am a jealous God, visiting the iniquity of the fathers on their children to the third and fourth generations of those who hate Me,"
Exodus,30,10,,en-asv,And Aaron shall make atonement upon the horns of it once in the year; with the blood of the sin-offering of atonement once in the year shall he make atonement for it throughout your generations: it is most holy unto Jehovah.
Exodus,34,6,7,en-t4t,"[6] Then Yahweh passed in front of him/me and proclaimed, “I am Yahweh God. I always act mercifully and kindly toward people. I do not get angry quickly. I truly love people and I do what I promise to do for them, without changing. [7] I love people for thousands of generations. I forgive people for all kinds of sins [TRI]. But I will certainly punish [LIT] those who are guilty. I will punish not only them, but I will punish ◄their descendants, down to the third and fourth generation/their children and grandchildren and great-grandchildren►.”"
Exodus,30,15,16,en-asv,"[15] The rich shall not give more, and the poor shall not give less, than the half shekel, when they give the offering of Jehovah, to make atonement for your souls. [16] And thou shalt take the atonement money from the children of Israel, and shalt appoint it for the service of the tent of meeting; that it may be a memorial for the children of Israel before Jehovah, to make atonement for your souls."
Exodus,34,35,,en-t4t,The Israeli people would see that Moses’/my face was still shining. Then he/I would put the veil back on his/my face again until the next time that he/I went into the Sacred Tent to talk with Yahweh.
Exodus,29,36,37,en-bsb,"[36] Sacrifice a bull as a sin offering each day for atonement. Purify the altar by making atonement for it, and anoint it to consecrate it. [37] For seven days you shall make atonement for the altar and consecrate it. Then the altar will become most holy; whatever touches the altar will be holy."
Exodus,34,6,7,en-asv,"[6] And Jehovah passed by before him, and proclaimed, Jehovah, Jehovah, a God merciful and gracious, slow to anger, and abundant in lovingkindness and truth; [7] keeping lovingkindness for thousands, forgiving iniquity and transgression and sin; and that will by no means clear the guilty, visiting the iniquity of the fathers upon the children, and upon the children’s children, upon the third and upon the fourth generation."
Romans,2,4,,en-t4t,"And you should not say, “God is acting very tolerantly and patiently toward me, so I do not need to stop sinning [DOU].” ◄You should realize that God is acting in a kind manner toward you in order to encourage you (sg) to turn away from your sinful behavior!/Do you not realize that God is acting in a kind manner toward you in order to encourage you (sg) to turn away from your sinful behavior?► [RHQ]"
Exodus,30,10,,en-bsb,Once a year Aaron shall make atonement on the horns of the altar. Throughout your generations he shall make atonement on it annually with the blood of the sin offering 30:10 Or purification offering of atonement. The altar is most holy to the LORD.”
Exodus,34,35,,en-asv,"And the children of Israel saw the face of Moses, that the skin of Moses’ face shone: and Moses put the veil upon his face again, until he went in to speak with him."
Romans,2,5,,en-t4t,"But instead, by your stubbornly refusing to turn away from your sinful behavior [DOU], you are causing [MET] God to punish you even more severely. He will do that at the time when he shows that he is angry and judges people fairly."
Romans,2,4,,en-asv,"Or despisest thou the riches of his goodness and forbearance and longsuffering, not knowing that the goodness of God leadeth thee to repentance?"
Romans,2,6,,en-t4t,God will pay back everyone according to what they deserve for what they have done.
Exodus,30,15,16,en-bsb,"[15] In making the offering to the LORD to atone for your lives, the rich shall not give more than a half shekel, nor shall the poor give less. [16] Take the atonement money from the Israelites and use it for the service of the Tent of Meeting. It will serve as a memorial for the Israelites before the LORD to make atonement for your lives.”"
Romans,2,7,,en-t4t,"Specifically, some people, by continuing to doing good things, strive to be highly honored by God [DOU] and to receive a life that will not end. God will reward them by enabling them to live forever."
Romans,3,22,25,en-t4t,"[22] God erases the record of our sins because we trust in what Jesus Christ has done for us. God does this for every person who trusts in Christ, because he considers that there is no difference between Jews and non-Jews. [23] All people have done evil, and all people have failed to accomplish the glorious goals that God set for them. [24] Our record of sins has been erased {God erased the record of our sins} by God acting kindly to forgive our sins, without our doing anything to earn it. Christ Jesus accomplished this by dying for us. [25] God showed that Christ was the one who would atone for (OR, forgive) our sins with the blood that flowed from his body when he died. God redeems/forgives us because of our trusting in Christ’s having died for us. God wanted to show that he acts justly. He wanted to do that because, before Jesus came, God did not punish everyone who sinned. So it seemed as though he was not being just. But he was overlooking people’s sins during that time,"
Romans,3,24,25,en-t4t,"[24] Our record of sins has been erased {God erased the record of our sins} by God acting kindly to forgive our sins, without our doing anything to earn it. Christ Jesus accomplished this by dying for us. [25] God showed that Christ was the one who would atone for (OR, forgive) our sins with the blood that flowed from his body when he died. God redeems/forgives us because of our trusting in Christ’s having died for us. God wanted to show that he acts justly. He wanted to do that because, before Jesus came, God did not punish everyone who sinned. So it seemed as though he was not being just. But he was overlooking people’s sins during that time,"
Psalms,148,5,,esv,[5] Let them praise the name of the LORD! For he commanded and they were created. (ESV)
Romans,3,22,25,en-asv,"[22] even the righteousness of God through faith in Jesus Christ unto all them that believe; for there is no distinction; [23] for all have sinned, and fall short of the glory of God; [24] being justified freely by his grace through the redemption that is in Christ Jesus: [25] whom God set forth to be a propitiation, through faith, in his blood, to show his righteousness because of the passing over of the sins done aforetime, in the forbearance of God;"
Romans,3,24,25,en-asv,"[24] being justified freely by his grace through the redemption that is in Christ Jesus: [25] whom God set forth to be a propitiation, through faith, in his blood, to show his righteousness because of the passing over of the sins done aforetime, in the forbearance of God;"
Romans,3,19,,en-bsb,"Now we know that whatever the law says, it says to those who are under the law, so that every mouth may be silenced and the whole world held accountable to God."
Romans,3,25,26,en-t4t,"[25] God showed that Christ was the one who would atone for (OR, forgive) our sins with the blood that flowed from his body when he died. God redeems/forgives us because of our trusting in Christ’s having died for us. God wanted to show that he acts justly. He wanted to do that because, before Jesus came, God did not punish everyone who sinned. So it seemed as though he was not being just. But he was overlooking people’s sins during that time, [26] because he is patient. God arranged for Jesus to die for us. By doing that, God now shows that he is just, and he shows that he is justly able to erase the record of sins for everyone who trusts/believes in Jesus."
Romans,3,25,26,en-asv,"[25] whom God set forth to be a propitiation, through faith, in his blood, to show his righteousness because of the passing over of the sins done aforetime, in the forbearance of God; [26] for the showing, I say, of his righteousness at this present season: that he might himself be just, and the justifier of him that hath faith in Jesus."
Romans,3,20,,en-bsb,Therefore no one will be justified in His sight by works of the law. For the law merely brings awareness of sin.
Romans,4,2,,en-t4t,"If it was because of Abraham’s doing good things that the record of his sins was erased {that God erased the record of his sins}, Abraham could then have been able to boast about that to people, but he would not have had any basis to boast to God about it."
Romans,4,2,,en-asv,"For if Abraham was justified by works, he hath whereof to glory; but not toward God."
Romans,4,5,,en-t4t,"But suppose that we do not do things to gain God’s acceptance. Suppose that we instead trust in God, who erases the record of sins of wicked people. Then the erasing of the record of our sins because of our trusting in Christ is considered to be a gift to us, not something that we earned."
Romans,4,5,,en-asv,"But to him that worketh not, but believeth on him that justifieth the ungodly, his faith is reckoned for righteousness."
Genesis,1,1,,en-web,"In the beginning, God1:1 The Hebrew word rendered “God” is “אֱלֹהִ֑ים” (Elohim). created the heavens and the earth."
Romans,3,21,22,en-bsb,"[21] But now, apart from the law, the righteousness of God has been revealed, as attested by the Law and the Prophets. [22] And this righteousness from God comes through faith in Jesus Christ to all who believe. There is no distinction,"
Romans,3,22,,en-bsb,"And this righteousness from God comes through faith in Jesus Christ to all who believe. There is no distinction,"
Genesis,1,25,27,en-web,"[25] God made the animals of the earth after their kind, and the livestock after their kind, and everything that creeps on the ground after its kind. God saw that it was good. [26] God said, “Let’s make man in our image, after our likeness. Let them have dominion over the fish of the sea, and over the birds of the sky, and over the livestock, and over all the earth, and over every creeping thing that creeps on the earth.” [27] God created man in his own image. In God’s image he created him; male and female he created them."
Romans,3,22,25,en-bsb,"[22] And this righteousness from God comes through faith in Jesus Christ to all who believe. There is no distinction, [23] for all have sinned and fall short of the glory of God, [24] and are justified freely by His grace through the redemption that is in Christ Jesus. [25] God presented Him as the atoning sacrifice 3:25 Or as a propitiation through faith in His blood, in order to demonstrate His righteousness, because in His forbearance He had passed over the sins committed beforehand."
Romans,3,24,25,en-bsb,"[24] and are justified freely by His grace through the redemption that is in Christ Jesus. [25] God presented Him as the atoning sacrifice 3:25 Or as a propitiation through faith in His blood, in order to demonstrate His righteousness, because in His forbearance He had passed over the sins committed beforehand."
Romans,3,25,26,en-bsb,"[25] God presented Him as the atoning sacrifice 3:25 Or as a propitiation through faith in His blood, in order to demonstrate His righteousness, because in His forbearance He had passed over the sins committed beforehand. [26] He did this to demonstrate His righteousness at the present time, so as to be just and to justify the one who has faith in Jesus."
Romans,4,2,,en-bsb,"If Abraham was indeed justified by works, he had something to boast about, but not before God."
Genesis,1,28,30,en-web,"[28] God blessed them. God said to them, “Be fruitful, multiply, fill the earth, and subdue it. Have dominion over the fish of the sea, over the birds of the sky, and over every living thing that moves on the earth.” [29] God said, “Behold,1:29 “Behold”, from “הִנֵּה”, means look at, take notice, observe, see, or gaze at. It is often used as an interjection. I have given you every herb yielding seed, which is on the surface of all the earth, and every tree, which bears fruit yielding seed. It will be your food. [30] To every animal of the earth, and to every bird of the sky, and to everything that creeps on the earth, in which there is life, I have given every green herb for food;” and it was so."
Romans,4,5,,en-bsb,"However, to the one who does not work, but believes in Him who justifies the wicked, his faith is credited as righteousness."
Genesis,2,16,17,en-web,"[16] Yahweh God commanded the man, saying, “You may freely eat of every tree of the garden; [17] but you shall not eat of the tree of the knowledge of good and evil; for in the day that you eat of it, you will surely die.”"
Genesis,3,2,3,en-web,"[2] The woman said to the serpent, “We may eat fruit from the trees of the garden, [3] but not the fruit of the tree which is in the middle of the garden. God has said, ‘You shall not eat of it. You shall not touch it, lest you die.’”"
Matthew,22,44,,esv,"[44] “‘The Lord said to my Lord, “Sit at my right hand, until I put your enemies under your feet”’? (ESV)"
Genesis,3,6,,en-web,"When the woman saw that the tree was good for food, and that it was a delight to the eyes, and that the tree was to be desired to make one wise, she took some of its fruit, and ate. Then she gave some to her husband with her, and he ate it, too."
Genesis,3,7,,en-web,"Their eyes were opened, and they both knew that they were naked. They sewed fig leaves together, and made coverings for themselves."
Genesis,19,4,8,en-web,"[4] But before they lay down, the men of the city, the men of Sodom, surrounded the house, both young and old, all the people from every quarter. [5] They called to Lot, and said to him, “Where are the men who came in to you this night? Bring them out to us, that we may have sex with them.” [6] Lot went out to them through the door, and shut the door after himself. [7] He said, “Please, my brothers, don’t act so wickedly. [8] See now, I have two virgin daughters. Please let me bring them out to you, and you may do to them what seems good to you. Only don’t do anything to these men, because they have come under the shadow of my roof.”"
Exodus,3,14,,en-web,"God said to Moses, “I AM WHO I AM,” and he said, “You shall tell the children of Israel this: ‘I AM has sent me to you.’”"
Exodus,20,5,,en-web,"you shall not bow yourself down to them, nor serve them, for I, Yahweh your God, am a jealous God, visiting the iniquity of the fathers on the children, on the third and on the fourth generation of those who hate me,"
